89,90,2019-10-11 12:10:00,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,"Nairobi, Kenya",False,Twitter Web Client,118,0,2019,41,284,October,4,Friday,12,10,8,83,8.222222222222221,2,1,0,1,0.0
90,91,2019-10-11 12:09:35,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,"Nairobi, Kenya",False,Twitter for iPad,118,0,2019,41,284,October,4,Friday,12,9,8,83,8.222222222222221,2,1,0,1,0.0
91,92,2019-10-11 12:08:52,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,The Jackdaw,False,Twitter for Android,118,0,2019,41,284,October,4,Friday,12,8,8,83,8.222222222222221,2,1,0,1,0.0
92,93,2019-10-11 12:06:58,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,Cosmos ,False,Twitter for Android,118,0,2019,41,284,October,4,Friday,12,6,8,83,8.222222222222221,2,1,0,1,0.0
93,94,2019-10-11 12:05:32,rt jerotichseii rasnawarah prepaid final frontier consumer rip offs slow bleed think youre control,en,+254,False,Twitter for Android,5,0,2019,41,284,October,4,Friday,12,5,23,140,5.130434782608695,7,0,0,1,-0.15000000000000002
94,95,2019-10-11 11:58:34,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,"Kajiado, Kenya",False,Twitter for Android,118,0,2019,41,284,October,4,Friday,11,58,8,83,8.222222222222221,2,1,0,1,0.0
95,96,2019-10-11 11:55:59,switchoffkplc httpstco7ff2jhusib,und,Kenya,False,Twitter for Android,0,0,2019,41,284,October,4,Friday,11,55,2,38,18.5,0,1,0,0,0.0
96,97,2019-10-11 11:52:51,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,,False,Twitter for Android,118,0,2019,41,284,October,4,Friday,11,52,8,83,8.222222222222221,2,1,0,1,0.0
97,98,2019-10-11 11:47:15,rt jerotichseii thanks gentlemen next time trevorombija waihigamwaura davidosiany muthumagabriel citizentvkenya dayb,en,Nairobi,False,Twitter Web App,21,0,2019,41,284,October,4,Friday,11,47,12,140,9.384615384615383,0,1,0,1,0.1
98,99,2019-10-11 11:40:02,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,Nairobi,False,Twitter for iPhone,118,0,2019,41,284,October,4,Friday,11,40,8,83,8.222222222222221,2,1,0,1,0.0
99,100,2019-10-11 11:31:33,refund customers inflated bills last year kenyapower_care less talk action switchoffkplc httpstcornpbav6grm,en,nairobi 🇰🇪  ,False,Twitter Web App,0,2,2019,41,284,October,4,Friday,11,31,16,135,7.5,1,1,0,9,-0.022222222222222216
100,101,2019-10-11 11:28:22,switchoffkplc httpstcoqwvmng6wj4,und,Nairobi,False,Twitter for Android,0,0,2019,41,284,October,4,Friday,11,28,2,38,18.5,0,1,0,0,0.0
101,102,2019-10-11 11:26:02,rt jerotichseii rasnawarah prepaid final frontier consumer rip offs slow bleed think youre control,en,Mombasa,False,Twitter for Android,5,0,2019,41,284,October,4,Friday,11,26,23,140,5.130434782608695,7,0,0,1,-0.15000000000000002
102,103,2019-10-11 11:25:17,rt harun_johnson stop sideshows wishes birthdays utility service demand provide reliable service fo,en,,False,Twitter for Android,13,0,2019,41,284,October,4,Friday,11,25,22,140,5.409090909090909,7,0,0,1,0.0
103,104,2019-10-11 11:23:02,mwnj7 rasnawarah gathara sure desire good luck switchoffkplc,en,,False,Twitter for Android,0,0,2019,41,284,October,4,Friday,11,23,9,75,6.5,1,1,0,0,0.6
104,105,2019-10-11 11:21:02,rt jerotichseii rasnawarah prepaid final frontier consumer rip offs slow bleed think youre control,en,nairobi 🇰🇪  ,False,Twitter Web App,5,0,2019,41,284,October,4,Friday,11,21,23,140,5.130434782608695,7,0,0,1,-0.15000000000000002
105,106,2019-10-11 11:19:47,rt harun_johnson stop sideshows wishes birthdays utility service demand provide reliable service fo,en,"Nairobi, Kenya",False,Twitter for iPhone,13,0,2019,41,284,October,4,Friday,11,19,22,140,5.409090909090909,7,0,0,1,0.0
106,107,2019-10-11 11:19:02,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,,False,Twitter for Android,118,0,2019,41,284,October,4,Friday,11,19,8,83,8.222222222222221,2,1,0,1,0.0
107,108,2019-10-11 11:16:27,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,nairobi,False,Twitter for Android,118,0,2019,41,284,October,4,Friday,11,16,8,83,8.222222222222221,2,1,0,1,0.0
108,109,2019-10-11 11:02:23,jerotichseii rasnawarah rebeccaturnermd switchoffkplc,und,Nairobi Kenya,False,Mobile Web (M2),0,0,2019,41,284,October,4,Friday,11,2,4,57,13.5,0,1,0,0,0.0
109,110,2019-10-11 11:01:20,mwnj7 rasnawarah gathara theft alive amp well switchoffkplc,en,,False,Twitter for Android,0,1,2019,41,284,October,4,Friday,11,1,11,84,6.0,2,1,0,0,0.1
110,111,2019-10-11 11:00:53,rasnawarah prepaid final frontier consumer rip offs slow bleed think youre control httpstcornu74pnl0o,en,,False,Twitter for Android,5,10,2019,41,284,October,4,Friday,11,0,21,140,5.7142857142857135,6,0,0,0,-0.15000000000000002
111,112,2019-10-11 10:57:14,rt harun_johnson stop sideshows wishes birthdays utility service demand provide reliable service fo,en,"Nairobi, Kenya",False,Twitter Web App,13,0,2019,41,284,October,4,Friday,10,57,22,140,5.409090909090909,7,0,0,1,0.0
112,113,2019-10-11 10:56:51,rt harun_johnson stop sideshows wishes birthdays utility service demand provide reliable service fo,en,"Nairobi, Kenya",False,Twitter for Android,13,0,2019,41,284,October,4,Friday,10,56,22,140,5.409090909090909,7,0,0,1,0.0
113,114,2019-10-11 10:56:32,rt jerotichseii switched switchoffkplc httpstcohjiluluqiq,en,"Nairobi, Kenya",False,Twitter for Android,118,0,2019,41,284,October,4,Friday,10,56,8,83,8.222222222222221,2,1,0,1,0.0
