0,1,2,3,4,5,6,7
2019-10-09 12:12:01,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 12:03:22,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 12:00:49,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,"Machakos, Kenya",False,Twitter for Android,23,0
2019-10-09 12:00:11,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 11:55:13,#SwitchOffKPLC https://t.co/KdzYkOSna8,und,worldwide,False,Twitter Web App,1,1
2019-10-09 11:53:42,"@JerotichSeii And the illegalities continue. It’s almost impossible for accountability to be a thing anymore. 🗑  🗑 
     #SwitchOffKPLC",en,worldwide,False,Twitter Web App,0,1
2019-10-09 11:50:55,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for iPhone,54,0
2019-10-09 11:45:59,How dare those imbeciles @KenyaPower aka @KenyaPower_Care send me this shit when I've not had electricity for 23 ho… https://t.co/Mgu9oJikGc,en,"1.2921° S, 36.8219° E",False,Twitter for Android,1,3
2019-10-09 11:45:42,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",True,Twitter for iPhone,54,0
2019-10-09 11:44:14,Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate… https://t.co/YrfnOJ0W4k,en,,False,Twitter Web App,54,51
2019-10-09 11:39:11,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 11:38:37,"The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unsto… https://t.co/kEr6lhrhwJ",en,,False,Twitter for Android,23,26
2019-10-09 11:38:27,RT @JerotichSeii: #SwitchOffKPLC https://t.co/n7sRkr2ygn,und,"Nairobi, Kenya",False,Twitter for iPhone,2,0
2019-10-09 11:32:51,#SwitchOffKPLC https://t.co/n7sRkr2ygn,und,,False,Twitter for Android,2,3
2019-10-09 11:12:03,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,,False,Twitter Web App,9,0
2019-10-09 11:11:43,@KenyaPower_Care That's how we will feel when Ketraco and KenGen will be allowed to distribute . Your monopoly days… https://t.co/cS4mowX4Ch,en,"Nairobi, Kenya",False,Twitter Web App,0,1
2019-10-09 10:04:23,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Nyali, Kenya",False,Twitter for iPhone,21,0
2019-10-09 09:55:16,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,+254,False,Twitter for Android,53,0
2019-10-09 09:51:03,"@KenyaPower_Care @KenyaPower Please come collect this transformer of yours behind Red Plate, Lumumba Drive, Roysamb… https://t.co/7YeATFegIk",en,"Nairobi, Kenya",False,Twitter Web App,0,0
2019-10-09 09:50:42,"@DonaldOuko1 @KenyaPower_Care Such trolling.

#SwitchOffKPLC",en,,False,Twitter Web App,0,0
2019-10-09 09:28:43,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,,False,Twitter for iPhone,9,0
2019-10-09 09:14:41,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,,False,Twitter for Android,9,0
2019-10-09 09:11:15,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,World,False,Twitter for Android,53,0
2019-10-09 09:11:11,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,World,False,Twitter for Android,47,0
2019-10-09 09:08:38,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,"Nairobi, Kenya",False,Twitter for Android,21,0
2019-10-09 09:08:34,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,"Nairobi, Kenya",False,Twitter for Android,17,0
2019-10-09 09:08:32,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,"Nairobi, Kenya",False,Twitter for Android,14,0
2019-10-09 09:08:28,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,"Nairobi, Kenya",False,Twitter for Android,15,0
2019-10-09 09:08:24,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,"Nairobi, Kenya",False,Twitter for Android,14,0
2019-10-09 09:08:00,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter for Android,53,0
2019-10-09 09:05:25,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,Global,False,Twitter for iPhone,21,0
2019-10-09 08:48:50,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for iPhone,21,0
2019-10-09 08:44:54,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Nairobi, Kenya",False,Twitter for Android,21,0
2019-10-09 08:39:35,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,NBO,False,Twitter for Android,9,0
2019-10-09 08:37:37,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi,Kenya",False,Twitter Web App,53,0
2019-10-09 08:33:26,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,,False,Twitter for Android,9,0
2019-10-09 08:22:52,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,Kenya,False,Twitter for iPhone,9,0
2019-10-09 08:16:06,#SwitchOffKPLC   #DayBreak https://t.co/gDijGD7F8r,und,"Owewo City, Luhano Market ",False,Twitter for Android,0,0
2019-10-09 08:15:16,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,Kenya,False,Twitter for Android,9,0
2019-10-09 08:13:27,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,"Nairobi, Kenya",False,Twitter for Android,9,0
2019-10-09 08:05:47,"WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak… https://t.co/tLvA9taJ41",en,,False,Twitter Web Client,9,11
2019-10-09 07:46:17,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,ID USA I Kenya | Nigeria,False,Twitter Web App,21,0
2019-10-09 07:45:57,"@BodaAssnofKenya @Ma3Route @IPOA_KE @FredMatiangi @Biggstonn @SakajaJohnson @MikeSonko Can you give proposals, educ… https://t.co/I7G4Vq83Vj",en,,False,Twitter for Android,0,0
2019-10-09 07:45:19,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for Android,21,0
2019-10-09 07:45:03,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter Web App,21,0
2019-10-09 07:39:36,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter for Android,47,0
2019-10-09 07:35:24,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,Kenya,False,Twitter for Android,21,0
2019-10-09 07:30:21,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for iPhone,21,0
2019-10-09 07:23:04,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,Kenya,False,Twitter for iPhone,21,0
2019-10-09 07:18:36,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Kabimoi, Kenya",False,Twitter for Android,21,0
2019-10-09 07:13:43,@citizentvkenya #SwitchOffKPLC,und,"Nairobi, Kenya",False,Twitter for Android,0,1
2019-10-09 07:11:34,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Nairobi, Kenya",True,Twitter for Android,21,0
2019-10-09 07:11:04,"Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya… https://t.co/zURiY2EdTX",en,,False,Twitter for Android,21,103
2019-10-09 07:05:27,"@KenyaPower_Care / @KenyaPower, WTF?? 17 hours with no electricity! No explanations, you don't reply to tweets. You… https://t.co/6SNR1odHmk",en,"1.2921° S, 36.8219° E",False,Twitter for Android,0,3
2019-10-09 06:13:20,"RT @JerotichSeii: This is @KenyaPower_Care's standard operating procedure.

#SwitchOffKPLC https://t.co/lj5ofklf2f",en,#AmKenyan ,False,Twitter for Android,21,0
2019-10-09 05:31:27,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-09 05:06:13,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Nairobi,False,Twitter for Android,47,0
2019-10-09 04:45:10,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter Web App,47,0
2019-10-09 04:45:09,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter for Android,47,0
2019-10-09 04:37:59,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Nairobi,False,Twitter for Android,47,0
2019-10-09 04:33:19,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter Web App,47,0
2019-10-09 04:26:34,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,Nairobi,False,Twitter for Android,17,0
2019-10-09 03:49:04,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,"Nairobi, Kenya",False,Twitter for iPhone,17,0
2019-10-09 03:45:24,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter for Android,53,0
2019-10-09 03:45:23,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter for Android,47,0
2019-10-09 03:32:40,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,,False,Twitter for Android,17,0
2019-10-09 02:43:52,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,"Nairobi,Kenya",False,Twitter for Android,21,0
2019-10-09 02:43:40,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,"Nairobi,Kenya",False,Twitter for Android,17,0
2019-10-09 02:43:21,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,"Nairobi,Kenya",False,Twitter for Android,14,0
2019-10-09 02:43:13,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,"Nairobi,Kenya",False,Twitter for Android,15,0
2019-10-09 02:42:49,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,"Nairobi,Kenya",False,Twitter for Android,14,0
2019-10-09 02:42:40,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi,Kenya",False,Twitter for Android,53,0
2019-10-09 01:58:40,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi,Kenya",False,Twitter for Android,47,0
2019-10-09 01:56:41,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter for Android,47,0
2019-10-08 23:05:17,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter for iPhone,53,0
2019-10-08 21:59:23,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Kajiado, Kenya",False,Twitter for Android,47,0
2019-10-08 21:34:52,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter for iPhone,47,0
2019-10-08 21:25:57,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-08 21:02:40,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,Kenya,False,Twitter for Android,21,0
2019-10-08 21:02:27,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,Kenya,False,Twitter for Android,17,0
2019-10-08 21:02:12,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,Kenya,False,Twitter for Android,14,0
2019-10-08 21:02:04,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,Kenya,False,Twitter for Android,15,0
2019-10-08 21:01:49,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,Kenya,False,Twitter for Android,14,0
2019-10-08 21:01:39,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Kenya,False,Twitter for Android,53,0
2019-10-08 20:35:51,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nyali, Kenya",False,Twitter for iPhone,53,0
2019-10-08 20:31:02,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,"NAIROBI, KENYA",False,Twitter Web App,15,0
2019-10-08 20:30:49,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"NAIROBI, KENYA",False,Twitter Web App,53,0
2019-10-08 20:14:26,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"NAIROBI, KENYA",False,Twitter Web App,47,0
2019-10-08 19:57:01,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"England, United Kingdom",False,Twitter for Android,47,0
2019-10-08 19:43:04,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,,False,Twitter for iPhone,14,0
2019-10-08 19:43:01,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for iPhone,53,0
2019-10-08 19:34:44,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter Web App,53,0
2019-10-08 19:27:50,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Nairobi,False,Twitter for Android,47,0
2019-10-08 19:15:22,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Nairobi,False,Twitter for Android,53,0
2019-10-08 19:10:36,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter for Android,47,0
2019-10-08 19:05:21,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-08 18:58:08,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter Web App,53,0
2019-10-08 18:52:12,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Kenya,False,Twitter Web App,47,0
2019-10-08 18:31:22,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter for Android,53,0
2019-10-08 18:28:23,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,kenya,False,Twitter for Android,21,0
2019-10-08 18:28:21,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,kenya,False,Twitter for Android,17,0
2019-10-08 18:28:17,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,kenya,False,Twitter for Android,14,0
2019-10-08 18:28:13,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,kenya,False,Twitter for Android,15,0
2019-10-08 18:22:21,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Planet Earth,False,Twitter for Android,53,0
2019-10-08 18:14:41,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"joreburn No. 254, paskatchewan",False,Twitter for Android,53,0
2019-10-08 18:08:58,"RT @solo_ambuku: Iwafikie comatose @CAK_Kenya, what do these bozos do anyway, they're earning salaries for seating on their butts!  Next fr…",en,,False,Twitter Web App,2,0
2019-10-08 18:07:55,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter for Android,47,0
2019-10-08 17:54:46,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,,False,Twitter for Android,17,0
2019-10-08 17:49:29,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,,False,Twitter for Android,14,0
2019-10-08 17:48:17,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter for Android,47,0
2019-10-08 17:45:54,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,,False,Twitter for Android,14,0
2019-10-08 17:44:50,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,,False,Twitter for Android,47,0
2019-10-08 17:43:57,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,,False,Twitter for Android,17,0
2019-10-08 17:43:28,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,,False,Twitter for Android,21,0
2019-10-08 17:42:47,"Hii ni wizi Bila violence. Dhuluma!
@KenyaPower_Care
In 500bob the only token I get  is of  299bob!!
#switchoffkplc https://t.co/7GIDYCE0n1",en,Kenya,False,Twitter for Android,0,0
2019-10-08 17:42:09,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-08 17:27:12,@JerotichSeii @RobertAlai @KenyaPower_Care This monopoly of a service provider must be stopped! #SwitchOffKPLC,en,📌,False,Twitter for Android,0,1
2019-10-08 17:25:04,"@IsAllern @RobertAlai @KenyaPower_Care Yes. I know. It is endemic.

#SwitchOffKPLC",en,,False,Twitter for Android,0,1
2019-10-08 17:23:10,"@JerotichSeii @akin_adesina @AfDB_Group @LTWPOfficial @WorldBank @KenGenKenya #SwitchOffKPLC
May be they share the loot, it's #TeamWork",en,Republic of Kenya,False,Twitter for Android,0,1
2019-10-08 17:10:12,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,,False,Twitter for Android,17,0
2019-10-08 17:01:44,@_Mumophilip @KenyaPower_Care @kot @OleItumbi #SwitchOffKPLC @JerotichSeii .. Nowadays kenya power is fraud,en,"Nyali, Kenya",False,Twitter for iPhone,0,2
2019-10-08 16:44:37,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,nairobi kenya,False,Twitter Web App,47,0
2019-10-08 16:34:42,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,country with a Rail to nowhere,False,Twitter for Android,47,0
2019-10-08 16:25:21,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Kisii, Kenya",False,Twitter for Android,47,0
2019-10-08 16:25:16,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi, Kenya",False,Twitter for Android,47,0
2019-10-08 16:24:18,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Mombasa, Kenya",False,Twitter for iPad,53,0
2019-10-08 16:24:12,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,"Mombasa, Kenya",False,Twitter for iPad,15,0
2019-10-08 16:24:05,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,"Mombasa, Kenya",False,Twitter for iPad,17,0
2019-10-08 16:24:01,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,"Mombasa, Kenya",False,Twitter for iPad,21,0
2019-10-08 16:19:06,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,"Nairobi, Kenya",False,Twitter Web App,53,0
2019-10-08 16:15:22,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,Omnipresent,False,Twitter for Android,17,0
2019-10-08 16:13:16,"RT @JerotichSeii: These bills are almost 100% guaranteed to be fraudulent. This is what @KenyaPower @KenyaPower_Care does.

Ironically (or…",en,"Nairobi, Kenya",False,Twitter for iPhone,17,0
2019-10-08 16:10:02,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Mombasa, Kenya",False,Twitter for iPad,47,0
2019-10-08 16:06:26,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Nairobi,False,Twitter for Android,53,0
2019-10-08 16:06:02,RT @JerotichSeii: 6. WaKenya: clean energy that translates into affordable electricity for us will remain a dream because the cartels have…,en,Kenya,False,Twitter for Android,21,0
2019-10-08 16:05:48,"RT @JerotichSeii: 5. I would very much like to ask Dr. Akinwumi Adesina @akin_adesina, the President of the @AfDB_Group how it always finds…",en,Kenya,False,Twitter for Android,17,0
2019-10-08 16:05:36,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,Kenya,False,Twitter for Android,14,0
2019-10-08 16:05:20,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,Kenya,False,Twitter for Android,15,0
2019-10-08 16:05:17,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-08 16:05:08,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,Kenya,False,Twitter for Android,14,0
2019-10-08 16:04:47,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Kenya,False,Twitter for Android,53,0
2019-10-08 16:00:24,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Kenya,False,Twitter for Android,47,0
