0,1,2,3,4,5,6,7
2019-10-11 07:25:33,@KenyaPower Just #SwitchoffKplc 😕 https://t.co/cPesJCOOpR,en,"Nairobi, Kenya",False,Twitter for Android,1,5
2019-10-11 07:13:40,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,Kenya🇰🇰🇪🇪,False,Twitter for Android,119,0
2019-10-11 06:57:57,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,Global,False,Twitter for iPhone,119,0
2019-10-11 06:54:21,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,"Nairobi, Kenya",False,Twitter for Android,119,0
2019-10-11 06:52:12,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,,False,Twitter for iPhone,119,0
2019-10-11 06:45:31,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,Lakwet nebo Keiyo,False,Twitter Web App,119,0
2019-10-11 06:43:56,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,nairobi ; kenya,False,Twitter Web App,119,0
2019-10-11 06:41:07,@KenyaPower_Care My folks in shags have been waiting for connection for over 10 years. They are told to fork out 35… https://t.co/dqlj6Ksk72,en,"Nairobi, Kenya",False,Twitter for Android,0,0
2019-10-11 06:40:05,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,"Nairobi, Kenya",False,Twitter Web App,119,0
2019-10-11 06:39:47,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,Mombasa,False,Twitter for Android,119,0
2019-10-11 06:39:42,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,Kenya,False,Twitter Web App,119,0
2019-10-11 06:39:21,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,ID USA I Kenya | Nigeria,False,Twitter for iPhone,119,0
2019-10-11 06:38:55,"RT @JerotichSeii: That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,nairobi,False,Twitter Web App,119,0
2019-10-11 06:37:26,"That you be switched off.

#SwitchOffKPLC https://t.co/hjiLuLuQiQ",en,,False,Twitter for Android,119,240
2019-10-11 06:28:27,"@hamudi_za Yes.

#SwitchOffKPLC",und,,False,Twitter for Android,0,1
2019-10-11 05:23:38,RT @JerotichSeii: #SwitchOffKPLC https://t.co/dyV8GfG17F,und,Global,False,Twitter for iPhone,3,0
2019-10-10 20:41:36,"RT @JerotichSeii: This is @KenyaPower_Care's standard operating procedure.

#SwitchOffKPLC https://t.co/lj5ofklf2f",en,"Nairobi, Kenya",False,Twitter for Android,21,0
2019-10-10 19:06:58,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,ID USA I Kenya | Nigeria,False,Twitter for iPhone,7,0
2019-10-10 19:03:15,RT @mum_imani: Really strange that only KPLC Mpesa Paybill often fails #SwitchOffKPLC https://t.co/TcLy9Laokj,en,,False,Twitter Web App,2,0
2019-10-10 18:35:54,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,,False,Twitter Web App,7,0
2019-10-10 18:26:50,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,Nairobi,False,Twitter for Android,7,0
2019-10-10 18:25:57,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,,False,Twitter for Android,7,0
2019-10-10 18:20:03,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,A Place Near You.,False,Twitter for Android,7,0
2019-10-10 18:19:38,"RT @eva_m_mutua: https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦@TomMboya⁩ ⁦…",und,Nairobi,False,Twitter for Android,7,0
2019-10-10 18:18:56,"https://t.co/I5xYHNmr3Z
⁦@JerotichSeii⁩ ⁦@WanjeriNderu⁩ ⁦@KingFredAsira⁩ ⁦@hotshotcreative⁩ ⁦@NdungiGithuku⁩ ⁦… https://t.co/yQleX6tsQ5",und,Nairobi,False,Twitter for iPhone,7,7
2019-10-10 17:26:34,RT @JerotichSeii: #SwitchOffKPLC https://t.co/dyV8GfG17F,und,ID USA I Kenya | Nigeria,False,Twitter for iPhone,3,0
2019-10-10 14:16:21,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-10 13:12:01,RT @mum_imani: Really strange that only KPLC Mpesa Paybill often fails #SwitchOffKPLC https://t.co/TcLy9Laokj,en,,False,Twitter for Android,2,0
2019-10-10 13:01:18,"RT @braga_vance: @JerotichSeii @NickOtury Turn the tables on KPLC. Make a list of lost food, take pictures and itemise the cost. Lodge a cl…",en,,False,Twitter for Android,1,0
2019-10-10 12:56:52,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,"Nairobi, Kenya",False,Twitter for Android,10,0
2019-10-10 12:54:58,"@JerotichSeii @NickOtury Turn the tables on KPLC. Make a list of lost food, take pictures and itemise the cost. Lod… https://t.co/RBo6CNQl7W",en,,False,Twitter for Android,1,6
2019-10-10 12:51:30,@NjoraTimothy @Samkiura @KenyaPower_Care @KenyaPower #SwitchOffKPLC,und,,False,Twitter for Android,0,0
2019-10-10 12:50:32,#SwitchOffKPLC https://t.co/dyV8GfG17F,und,,False,Twitter for Android,3,8
2019-10-10 12:49:19,@stephen_muturi #SwitchOffKPLC,und,,False,Twitter for Android,0,0
2019-10-10 09:55:52,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for Android,21,0
2019-10-10 09:22:00,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,,False,Twitter for Android,10,0
2019-10-10 07:49:48,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-10 07:20:53,RT @TRACIEBLACK18: #SwitchOffKPLC @KenyaPower_Care is this the service you offer during your #CustomerServiceWeek2019  stealing brazenly fr…,en,,False,Twitter for Android,1,0
2019-10-10 06:58:25,#SwitchOffKPLC @KenyaPower_Care is this the service you offer during your #CustomerServiceWeek2019  stealing brazen… https://t.co/G2rqoqF3KO,en,,False,Twitter for Android,1,4
2019-10-10 06:07:27,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Right here!,False,Twitter Web App,54,0
2019-10-10 06:03:03,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Kabimoi, Kenya",False,Twitter for Android,54,0
2019-10-10 05:57:47,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,"Nairobi, Kenya",False,Twitter for Android,10,0
2019-10-10 05:48:42,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Omnipresent,False,Twitter for Android,54,0
2019-10-10 04:56:30,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,,False,Twitter for Android,10,0
2019-10-10 03:57:17,Really strange that only KPLC Mpesa Paybill often fails #SwitchOffKPLC https://t.co/TcLy9Laokj,en,Kenya,False,Twitter for iPhone,2,2
2019-10-10 03:44:08,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Thika Kenya,False,Twitter Web App,54,0
2019-10-10 03:37:19,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Kenya,False,Twitter for Android,54,0
2019-10-10 03:26:56,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,Ephesians 6:12   ,False,Twitter for Android,23,0
2019-10-10 03:19:45,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-10 03:02:12,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Rugmunchistan,False,Twitter for Android,54,0
2019-10-10 02:55:36,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Kenya,False,Twitter for Android,54,0
2019-10-09 22:37:53,"RT @JerotichSeii: Dear idle MKenya: I think you are referring to my sister, WANJERI @WanjeriNderu (and not Wanderi). Good luck with your ta…",en,"Nairobi,Kenya.",False,Twitter Web App,22,0
2019-10-09 22:37:01,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,"Nairobi,Kenya.",False,Twitter Web App,47,0
2019-10-09 21:48:58,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 19:40:15,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,kenya ,False,Twitter for Android,54,0
2019-10-09 19:16:56,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 19:12:35,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 18:54:52,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Nairobi, Kenya",False,Twitter for Android,21,0
2019-10-09 18:53:42,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,"Nairobi, Kenya",False,Twitter for iPhone,23,0
2019-10-09 18:45:40,"RT @JerotichSeii: 4. The ""clean"" energy of @LTWPOfficial has already cost taxpayers an irregular Sh42B &amp; elec prices keep rising. Pres. Ken…",en,,False,Twitter for Android,14,0
2019-10-09 18:45:28,RT @JerotichSeii: 3. Note that @KenGenKenya is taking over the Garissa Solar Plant from Rural Electrification Authority - another rotten on…,en,,False,Twitter for Android,15,0
2019-10-09 18:45:19,"RT @JerotichSeii: 2. Also, @KenGenKenya tried to stifle a story last week calling out [the Trojan Horse of the energy cartels] Rebecca Mian…",en,,False,Twitter for Android,14,0
2019-10-09 18:45:17,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-09 18:36:58,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for Android,21,0
2019-10-09 18:25:26,"RT @JerotichSeii: This is @KenyaPower_Care's standard operating procedure.

#SwitchOffKPLC https://t.co/lj5ofklf2f",en,,False,Twitter for Android,21,0
2019-10-09 18:18:08,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for Android,21,0
2019-10-09 18:17:59,"RT @JerotichSeii: WaKenya: accountability in the energy sector. Thank you, @TrevorOmbija @WaihigaMwaura @citizentvkenya

#DayBreak
#SwitchO…",en,,False,Twitter for Android,9,0
2019-10-09 18:17:51,RT @JerotichSeii: #SwitchOffKPLC https://t.co/n7sRkr2ygn,und,,False,Twitter for Android,2,0
2019-10-09 18:17:46,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 18:17:41,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 18:16:56,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,"Nairobi, Kenya",False,Twitter for iPhone,10,0
2019-10-09 18:16:36,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for iPhone,54,0
2019-10-09 18:15:57,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 18:10:28,@_Lauraina @KenyaPower_Care @KenyaPower #SWITCHOFFKPLC @JerotichSeii,und,Nairobi,False,Twitter for Android,0,0
2019-10-09 17:55:53,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,,False,Twitter for Android,10,0
2019-10-09 17:40:24,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi,  Kenya",False,Twitter for Android,54,0
2019-10-09 17:34:07,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,,False,Twitter for Android,8,0
2019-10-09 17:31:14,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,,False,Twitter for Android,8,0
2019-10-09 17:25:55,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 17:20:59,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,country with a Rail to nowhere,False,Twitter for Android,54,0
2019-10-09 17:14:37,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 17:12:06,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Loitokitok,False,Twitter for iPhone,54,0
2019-10-09 17:12:01,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Kenya,False,Twitter for iPhone,54,0
2019-10-09 17:07:54,"RT @hotshotcreative: Customer service week, my foot! Back to estimates and mass-robbery-without-violence! @EPRA_Ke @EnergyMinK @KenyaPower…",en,,False,Twitter for Android,2,0
2019-10-09 17:07:28,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,,False,Twitter for Android,10,0
2019-10-09 17:07:11,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,,False,Twitter for Android,8,0
2019-10-09 17:03:45,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,Kenya,False,Twitter for Android,10,0
2019-10-09 16:57:45,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,Africa. ,False,Twitter for Android,21,0
2019-10-09 16:56:49,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 16:48:31,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,Global,False,Twitter for iPhone,23,0
2019-10-09 16:47:21,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,kenya,False,Twitter for Android,54,0
2019-10-09 16:47:03,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 16:42:07,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,"Nairobi,Kenya",False,Twitter for Android,8,0
2019-10-09 16:39:37,@Samkiura @KenyaPower_Care @KenyaPower #SwitchOffKPLC,und,,False,Twitter for Android,0,0
2019-10-09 16:39:33,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,,False,Twitter for iPhone,8,0
2019-10-09 16:36:37,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,"Vernier, Suisse",False,Twitter for Android,23,0
2019-10-09 16:36:18,RT @JerotichSeii: Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for your h…,en,a stadium near you ,False,Twitter for iPhone,8,0
2019-10-09 16:35:04,Dear CS @ketercharles: hoping that this begins the sound of the death knell for you &amp; your PS @DrNjorogeJoseph for… https://t.co/hUaEA5HCZ4,en,,False,Twitter for Android,8,18
2019-10-09 16:30:58,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for iPhone,23,0
2019-10-09 16:20:42,"RT @hotshotcreative: Customer service week, my foot! Back to estimates and mass-robbery-without-violence! @EPRA_Ke @EnergyMinK @KenyaPower…",en,,False,Twitter for iPhone,2,0
2019-10-09 16:19:18,"RT @JerotichSeii: .@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity consu…",en,Nairobi,False,Twitter for Android,10,0
2019-10-09 16:15:55,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter Web App,54,0
2019-10-09 16:09:40,".@EPRA_Ke under Pavel Oimeke of #OimekeTariffLies &amp; his Chair, KCB boss  Joshua Oigara will simply send electricity… https://t.co/IcKjJixPMx",en,,False,Twitter for Android,10,11
2019-10-09 16:00:04,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Nostalgia,False,Twitter for Android,54,0
2019-10-09 15:50:10,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 15:37:52,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,"Nairobi,Kenya",False,Twitter for Android,21,0
2019-10-09 15:35:24,"Customer service week, my foot! Back to estimates and mass-robbery-without-violence! @EPRA_Ke @EnergyMinK… https://t.co/G7KHHscXMS",en,Nairobi,False,Twitter Web App,2,3
2019-10-09 15:33:57,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for iPhone,23,0
2019-10-09 15:33:11,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,World,False,Twitter for Android,23,0
2019-10-09 15:33:07,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,World,False,Twitter for Android,54,0
2019-10-09 15:32:09,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,Nairobi,False,Twitter Web App,23,0
2019-10-09 15:26:33,"RT @hotshotcreative: Corporate impunity! Running roughshod over consumers. If anyone ever wondered what this is, look @KenyaPower #SwitchOf…",en,"Nairobi, Kenya",False,Twitter for iPhone,3,0
2019-10-09 15:25:29,"Going by my experience with them, this is an insult nkt #SwitchOffKPLC https://t.co/BmXRSMBTRo",en,,False,Hootsuite Inc.,0,0
2019-10-09 15:22:53,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,Kenya,False,Twitter for Android,23,0
2019-10-09 15:13:02,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 15:01:22,"RT @hotshotcreative: Corporate impunity! Running roughshod over consumers. If anyone ever wondered what this is, look @KenyaPower #SwitchOf…",en,,False,Twitter for Android,3,0
2019-10-09 14:59:42,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 14:57:22,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 14:55:52,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi, Kenya",False,Twitter for Android,54,0
2019-10-09 14:55:15,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Nairobi,Kenya",False,Twitter for Android,54,0
2019-10-09 14:53:35,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 14:50:24,"Corporate impunity! Running roughshod over consumers. If anyone ever wondered what this is, look @KenyaPower… https://t.co/O8LKX3UQO8",en,Nairobi,False,Twitter Web App,3,1
2019-10-09 14:49:14,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Kenya,False,Twitter for Android,54,0
2019-10-09 14:47:39,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Nairobi,False,Twitter Web App,54,0
2019-10-09 14:43:51,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,Republic of Kenya,False,Twitter for Android,53,0
2019-10-09 14:43:41,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 14:24:43,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Kenya,False,Twitter for Android,54,0
2019-10-09 14:20:41,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,Nairobi,False,Twitter for Android,54,0
2019-10-09 14:20:08,RT @oneko_a: #SwitchOffKPLC https://t.co/KdzYkOSna8,und,,False,Twitter for Android,1,0
2019-10-09 14:06:50,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,kenya,False,Twitter for Android,54,0
2019-10-09 13:49:57,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 13:39:53,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Kiambu, Kenya",False,Twitter for Android,54,0
2019-10-09 13:25:06,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,Nairobi,False,Twitter for Android,21,0
2019-10-09 13:23:17,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,"Nairobi, Kenya",False,Twitter Web App,23,0
2019-10-09 13:22:04,RT @JerotichSeii: Many have been injured &amp; others have lost their lives due to @KenyaPower @KenyaPower_Care's incompetence. The Energy Act…,en,Kenya,False,Twitter for Android,47,0
2019-10-09 13:13:54,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 12:59:37,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,"Mombasa, Kenya",False,Twitter for iPhone,23,0
2019-10-09 12:53:09,"RT @JerotichSeii: Thanks, gentlemen! Until next time.

@TrevorOmbija 
@WaihigaMwaura 
@DavidOsiany 
@MuthumaGabriel 
@citizentvkenya 
#DayB…",en,,False,Twitter for Android,21,0
2019-10-09 12:49:26,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,,False,Twitter for Android,54,0
2019-10-09 12:34:37,"RT @JerotichSeii: WaKenya: while majority of us are trying to eke an existence in our country that only favours thieves, I have it on good…",en,,False,Twitter for Android,53,0
2019-10-09 12:34:28,RT @JerotichSeii: Yes: section 166 is missing from versions that look like the one signed by Pres Kenyatta this year. It's deliberate. To a…,en,"Mombasa, Kenya",False,Twitter for iPhone,54,0
2019-10-09 12:33:17,"RT @JerotichSeii: The theft will continue because the cartels appetite for money can never be satisfied.

Until WaKenya form an unstoppable…",en,,False,Twitter for Android,23,0
2019-10-09 12:26:34,RT @OnguruMeister: How dare those imbeciles @KenyaPower aka @KenyaPower_Care send me this shit when I've not had electricity for 23 hours!…,en,Nairobi-Kenya,False,Twitter for iPhone,1,0
2019-10-09 12:24:35,@momaera2011 @KenyaPower @CofekRebranded #SwitchOffKPLC,und,,False,Twitter for Android,0,0
